algorithm,expression_str
baseline_solvable,x**((cos(4) + 3)**cos(2*x))*(-2*(cos(4) + 3)**cos(2*x)*log(x)*log(cos(4) + 3)*sin(2*x) + (cos(4) + 3)**cos(2*x)/x)
baseline_solvable,30*sin(6*x + 3)*cos(cos(6*x + 3))
baseline_solvable,-5/x - 5*(-x - 4 + sinh(4))/x**2
baseline_solvable,4*x - 5/4
baseline_solvable,(-2*x*sin(2*x)/cos(2*x) + log(cos(2*x)))*cos(2*x)**x/sqrt(1 - cos(2*x)**(2*x))
baseline_solvable,512/(sqrt(x)*sqrt(1 - x)*asin(sqrt(x))**5)
baseline_solvable,3*x**(3/4)*(tan(x**(3/4)/5)**2 + 1)/20 + tan(x**(3/4)/5)
baseline_solvable,-cos(x - tan(x))*tan(x)**2
baseline_solvable,3/sqrt(1 - x**2)
baseline_solvable,2 + x**(-2)
baseline_solvable,(-4*sqrt(x**2)*log(x) - 2*sqrt(x**2))/x**(2*x*sqrt(x**2))
baseline_solvable,4/(2*x - 1)**2
baseline_solvable,-(tan(x/sqrt(5 - 2*pi))**2 + 1)/(sqrt(5 - 2*pi)*tan(x/sqrt(5 - 2*pi))**2)
baseline_solvable,1 - 2*exp(x)
baseline_solvable,1 + 4*cosh(2*x)/sinh(2*x)**2
baseline_solvable,(x*(-(-x)**x*(log(-x) + 1) + 1)/(-x + (-x)**x - 5)**2 + 1/(-x + (-x)**x - 5))*cos(x/(-x + (-x)**x - 5))
baseline_solvable,-1 + (1 - 2/tanh(3))/x - (-2*x/tanh(3) + x)/x**2
baseline_solvable,16*x*(tan(x**2)**2 + 1)*sinh(8*tan(x**2))
baseline_solvable,3*log(atan(4))*cos(cosh(2))*atan(4)**(3*x*cos(cosh(2)))
baseline_solvable,1/(8*(3 + 3/x)*sqrt(4 - x)) - 3*sqrt(4 - x)/(4*x**2*(3 + 3/x)**2)
baseline_solvable,-20*sin(20*x - 5) - 1
baseline_solvable,5*(tanh(x)**2 - 1)*cosh(3)/tanh(x)**2
baseline_solvable,1 - sinh(x)
baseline_solvable,7*x**6/2
baseline_solvable,1/x
baseline_solvable,sin(x)*atan(x)/(5*cos(x)**2) - 1 + 1/(5*(x**2 + 1)*cos(x))
baseline_solvable,-1 - 2*x*log(5)/(5**asin(x)*sqrt(1 - x**2)) + 2/5**asin(x)
baseline_solvable,(-asin(log(sin(2))/6))**x*log(-asin(log(sin(2))/6))
baseline_solvable,-2*(-x*exp(-x*tan(1))*tan(1) + exp(-x*tan(1)))*exp(x*tan(1))/(x*log(x*exp(-x*tan(1)))**2)
baseline_solvable,-1215*x**(9/2) + (3 - 243*x**5)/(2*sqrt(x))
baseline_solvable,20*x**(12*x)*(12*log(x) + 12)*exp(20*x**(12*x))
baseline_solvable,-cosh(x + 2) + 1/(4*x**(3/4))
baseline_solvable,-x**(2*cosh(x))*(2*log(x)*sinh(x) + 2*cosh(x)/x)/81
baseline_solvable,(1 + cosh(1))/(sqrt(1 - (x + x*cosh(1))**2)*sqrt(asin(x + x*cosh(1))))
baseline_solvable,x*(-x/2)**x*(log(-x/2) + 1) + (-x/2)**x - 2
baseline_solvable,-x*(tan(sin(x) - 1)**2 + 1)*cos(x) - tan(sin(x) - 1)
baseline_solvable,(1 - tanh(sinh(x*exp(5 - x)/3))**2)*(-x*exp(5 - x)/3 + exp(5 - x)/3)*cosh(x*exp(5 - x)/3)
baseline_solvable,(5**x*x*exp(-asin(x))*log(5) + (-x*exp(-asin(x))/sqrt(1 - x**2) + exp(-asin(x)))*log(exp(5**x)))*exp(5**x)**(x*exp(-asin(x)))
baseline_solvable,x*(1 - 4/x**2)*(tan(x + 4/x)**2 + 1)/(5*tan(x + 4/x)**2) + 1 - 1/(5*tan(x + 4/x))
baseline_solvable,(32*x)**log(x)*(log(x)/x + log(32*x)/x)
baseline_solvable,((1 - tanh(x)**2)*log(exp(x + 5) + asin(x)) + (exp(x + 5) + 1/sqrt(1 - x**2))*tanh(x)/(exp(x + 5) + asin(x)))*(exp(x + 5) + asin(x))**tanh(x)
baseline_solvable,-5*x**5*exp(x)*sin(x**5) + x*exp(x)*cos(x**5) + exp(x)*cos(x**5)
baseline_solvable,(4*tan(4*x)**2 + 4)*sin(tan(4*x)) - 4/x**5
baseline_solvable,-(1 + log(5)/5**x)*cosh(x - 1/5**x) - 1
baseline_solvable,4*(1 - tanh(sinh(4*x - 2) + 5)**2)*cosh(4*x - 2)
baseline_solvable,exp(x)*cosh(2)**3/5
baseline_solvable,-(-2*x**2*sinh(atan(x**2))/((x**4 + 1)*cosh(atan(x**2))**2) + 1/cosh(atan(x**2)))/(x**2/cosh(atan(x**2))**2 + 1)
baseline_solvable,2*x*(1 - tanh(asin(x))**2)*sinh(tanh(asin(x)))/(sqrt(1 - x**2)*cosh(tanh(asin(x)))**2) - 2/cosh(tanh(asin(x)))
baseline_solvable,(-x + x**(-3))**(x**3)*(x**3*(-1 - 3/x**4)/(-x + x**(-3)) + 3*x**2*log(-x + x**(-3)))
baseline_solvable,(tan(sinh(sqrt(x)))**2 + 1)*cosh(sqrt(x))/(2*sqrt(x))
baseline_solvable,4*sin(2*sinh(x))*cosh(x)/(sqrt(1 - cos(2*sinh(x))**2)*asin(cos(2*sinh(x)))**3)
baseline_solvable,-(x/(x**2 + 1) + atan(x))*exp(x*atan(x) - 3)
baseline_solvable,8**(-1 - exp(-3))/(2*sqrt(x))
baseline_solvable,(x - atan(6))**x*(x/(x - atan(6)) + log(x - atan(6)))/2
baseline_solvable,2*x**(-x - 1)*x**(x + 1)*(-log(x) + (-x - 1)/x)/sqrt(1 - 4*log(x**(-x - 1))**2) + 1
baseline_solvable,3*x*(-log(cos(5))*cos(5)**x + 1)/(-x + cos(5)**x - 2)**2 + 3/(-x + cos(5)**x - 2)
baseline_solvable,4/(x**5*(1 + x**(-8)))
baseline_solvable,(2*x)**(2 - x)*(-log(2*x) + (4 - 2*x)/(2*x))
baseline_solvable,(2*x/(4*x**2 + 1) + atan(2*x))*exp(x*atan(2*x))
baseline_solvable,-x**x*(log(x) + 1)/(3*cos(4)**(1/4))
baseline_solvable,(-x/3)**cos(2)*(1 - tanh((-x/3)**cos(2))**2)*cos(2)/x
baseline_solvable,(1 - sin(2)/x**2)/(-x - 5 - sin(2)/x)**2
baseline_solvable,-5*((-1 + 1/(x**2 + 1))*tanh(x) + (1 - tanh(x)**2)*(-x + atan(x)))*exp((-x + atan(x))*tanh(x))
baseline_solvable,(2*x + 4)**4*cos(x)/x + 8*(2*x + 4)**3*sin(x)/x - (2*x + 4)**4*sin(x)/x**2
baseline_solvable,2 - 2*x
baseline_solvable,(-5*(-4**x*log(4) + 1)*exp(-4**x + x) + 5)/((5*x - 5*exp(-4**x + x))**2 + 1)
baseline_solvable,exp(x)
baseline_solvable,(4*x/5)**x*(log(4*x/5) + 1) + 1/(2*sqrt(x))
baseline_solvable,-8*sin(x - 5)*cos(x - 5)**7
baseline_solvable,3*x**x*(log(x) + 1)
baseline_solvable,1/(2*((x - tan(1))**2 + 1)*sqrt(atan(x - tan(1)))) + 1/x
baseline_solvable,-5*x*exp(atan(x))/(3*(x**2 + 1)*(5*exp(atan(x))/3 - 20/3)**2) + 1/(5*exp(atan(x))/3 - 20/3)
baseline_solvable,x**(x**3 + 5*x*cos(x))*((3*x**2 - 5*x*sin(x) + 5*cos(x))*log(x) + (x**3 + 5*x*cos(x))/x)
baseline_solvable,-4*x*(cos(x)/2 + 1/2)/sqrt(x + sin(x)) - 4*sqrt(x + sin(x))
baseline_solvable,2*x**x*(log(x) + 1)
baseline_solvable,-(2*(-log(x**2) - 2)/(5*x*(x**2)**x) - 2/(5*x**2*(x**2)**x))/(1 + 4/(25*x**2*(x**2)**(2*x)))
baseline_solvable,-(2*sqrt(1/x))**x*(log(2*sqrt(1/x)) - 1/2)/3
baseline_solvable,((2*x - 1)*sinh(x**2 - x) + 1)*cos(x + cosh(x**2 - x) + 5)
baseline_solvable,1 - cos(x)
baseline_solvable,-2**x*log(2) + 1 + 1/(x**2 + 1)
baseline_solvable,(-1 + 1/x)/(x**2 + exp(x)) + (-2*x - exp(x))*(-x + log(x))/(x**2 + exp(x))**2
baseline_solvable,-4/(x - 3)**2
baseline_solvable,-sqrt(10 - x)/(x - 3)**2 - 1/(2*sqrt(10 - x)*(x - 3))
baseline_solvable,-2*x*(-log(x) - 1)/(pi*x**x) - 2/(pi*x**x)
baseline_solvable,-2*(-3 + sin(3))*cosh(2*x)/sinh(2*x)**2
baseline_solvable,3*(1 - tanh(x)**2)*log(atan(3**(pi/2)))*atan(3**(pi/2))**tanh(x)
baseline_solvable,x**(x/(1 - x) + exp(1/x))*((x/(1 - x)**2 + 1/(1 - x) - exp(1/x)/x**2)*log(x) + (x/(1 - x) + exp(1/x))/x)
baseline_solvable,-2*(x**2)**sin(4) - 4*(x**2)**sin(4)*sin(4)
baseline_solvable,x**2/(4*(x - 1)**2) - x/(2*(x - 1)) - 1
baseline_solvable,-3*sqrt(x)/4
baseline_solvable,3*exp(3*x)*log(x)**3/x**2 - 2*exp(3*x)*log(x)**3/x**3 + 3*exp(3*x)*log(x)**2/x**3
baseline_solvable,162/(-2*x + pi/2)**2
baseline_solvable,(-2)**exp(3)*sinh(x)
baseline_solvable,6*exp(4)*cosh(3*x)
baseline_solvable,x*cosh(x)/3 + sinh(x)/3 + 1/(3*sqrt(1 - x**2))
baseline_solvable,(-sin(3/(1 - x**3)))**x*(9*x**3*cos(3/(1 - x**3))/((1 - x**3)**2*sin(3/(1 - x**3))) + log(-sin(3/(1 - x**3))))
baseline_solvable,-1/(3125*x**(3126/3125))
baseline_solvable,-1 + 5/x**2
baseline_solvable,-2*x*log(atan(3))*atan(3)**(-x - 1) + 2*atan(3)**(-x - 1)
baseline_solvable,(x*(exp(x) + 1)/(((x + exp(x))**2 + 1)*atan(x + exp(x))) + log(atan(x + exp(x))))*atan(x + exp(x))**x
baseline_solvable,-x**2/(x - 4)**2 + 2*x/(x - 4) + 4/x**2
baseline_solvable,3**(-x + (x + log(x) + 4)**3)*((3 + 3/x)*(x + log(x) + 4)**2 - 1)*log(3)
baseline_solvable,-3*pi/(2*x)
baseline_solvable,2*x*exp(x)/5 + 2*exp(x)/5
baseline_solvable,(-tan(x)**2 - 1)/tan(x)**2 + 2
baseline_solvable,1 - (-log(x) - 1)*sqrt(exp(-1/x**x))/(2*x**x)
baseline_solvable,11*x**10*exp(-3)
baseline_solvable,-tanh(x)**2
baseline_solvable,(x/(x - exp(-1) + 1) + log(x - exp(-1) + 1))*(x - exp(-1) + 1)**x/x - (x - exp(-1) + 1)**x/x**2
baseline_solvable,2*sinh(2*x) + 3
baseline_solvable,50*tanh(x)**2 - 95/2
baseline_solvable,-8*sin(1)/sqrt(-64*x**2*sin(1)**2 + 1)
baseline_solvable,(-1 - 6/x**7)*log(3)/(x - 1 - 1/x**6)**2
baseline_solvable,3**(x - 2)*log(3) + tan(x)**2 + 1
baseline_solvable,3**(1/4)*sqrt(sqrt(-x)*(2 - x))*(-sqrt(-x)/2 + sqrt(-x)*(2 - x)/(4*x))/(sqrt(-x)*(2 - x))
baseline_solvable,-1/x**2 - 2*(5 - x)/x**3
baseline_solvable,x**2/(-x - asin(3))**2 + 2*x/(-x - asin(3))
baseline_solvable,-((-3)**(-3 + cos(4)))**cos(x)*exp(((-3)**(-3 + cos(4)))**cos(x))*log((-3)**(-3 + cos(4)))*sin(x)
baseline_solvable,-5**(x - 4)*x**3*log(5) - 3*5**(x - 4)*x**2
baseline_solvable,(log(2)/8 + 1/2)/sqrt(x*log(2)/4 + x)
baseline_solvable,-2*sinh(5)/x**3
baseline_solvable,2 - 2*tanh(2*x)**2
baseline_solvable,x*(3**x + x)**x*(x*(3**x*log(3) + 1)/(3**x + x) + log(3**x + x))*exp((3**x + x)**x) + exp((3**x + x)**x)
baseline_solvable,x**(x - 2 + pi/4)*(log(x) + (x - 2 + pi/4)/x)
baseline_solvable,sqrt(-x**2)*cos(x)/(2*sqrt(sin(x))) + sqrt(-x**2)*sqrt(sin(x))/x
baseline_solvable,-x**2/(2*(x**2 + 6)**(5/4)) + (x**2 + 6)**(-1/4)
baseline_solvable,(5 - asin(x - 1))**(x - 1)*(log(5 - asin(x - 1)) - (x - 1)/(sqrt(1 - (x - 1)**2)*(5 - asin(x - 1))))
baseline_solvable,-4*x/(sqrt(1 - x**2)*(asin(x) - 2)**2) + 4/(asin(x) - 2)
baseline_solvable,(3*tanh(x)**2 - 3)/(2*tanh(x)**4)
baseline_solvable,-sin(x)/3 - cos(x)/3
baseline_solvable,(x*(3**(x + 5)*x*log(3) + 3**(x + 5)) + log(exp(3**(x + 5)*x)))*exp(3**(x + 5)*x)**x
baseline_solvable,(1 + 5/x**2)*exp(sin(x - 5/x))*cos(x - 5/x)
baseline_solvable,-4*(cos(cos(4*x)) + 1)*sin(4*x)*sin(cos(4*x))/sqrt(1 - (cos(cos(4*x)) + 1)**2)
baseline_solvable,12/(x*tanh(sin(3)))
baseline_solvable,-5*(-tan(x)**2 - 1)*exp(-tan(x))*sinh(cos(1))
baseline_solvable,(4*cos(5))**(-x + (x/3)**x)*((x/3)**x*(log(x/3) + 1) - 1)*log(4*cos(5))
baseline_solvable,(tanh(x)**2 - 2)*exp(-x - tanh(x) + 3)*sinh(exp(-x - tanh(x) + 3))
baseline_solvable,-1 - 2/(-2*x - 4)
baseline_solvable,(-x*(x + 1)/2)**(2*x + 4)*(2*log(-x*(x + 1)/2) - 2*(-x - 1/2)*(2*x + 4)/(x*(x + 1)))
baseline_solvable,(log(log(x))*cos(x + sqrt(26)/26) + sin(x + sqrt(26)/26)/(x*log(x)))*log(x)**sin(x + sqrt(26)/26)
baseline_solvable,(2*x)**cosh(2)*cosh(2)/x
baseline_solvable,-(-sinh(4)/2 - 4)/(x**2*(-sinh(4)/2 - 4)**2 + 1)
baseline_solvable,-(x*x**x*(log(x) + 1) + x**x)*exp((1/8)**(x*x**x))*log(8)/(5*8**(x*x**x))
baseline_solvable,(-4/x)**(sin(x)/(16*x))*((cos(x)/(16*x) - sin(x)/(16*x**2))*log(-4/x) - sin(x)/(16*x**2))
baseline_solvable,log(tan(1/243))*log(sinh(4))*tan(1/243)**(sinh(4)**x)*sinh(4)**x/x - tan(1/243)**(sinh(4)**x)/x**2
baseline_solvable,(-40*x - 20*cos(x))/(4*x**2 + 4*sin(x))**6
baseline_solvable,-2*(-2*x + asin(2))**sinh(5)*sinh(5)/(-2*x + asin(2))
baseline_solvable,32*x**2/(-32*x - 40)**2 + 2*x/(-32*x - 40)
baseline_solvable,-1/x**2
baseline_solvable,1 - 3/(x**2 + 1)
baseline_solvable,(-x/((x + exp(2))**2*cosh(4)) + 1/((x + exp(2))*cosh(4)))*(tan(x/((x + exp(2))*cosh(4)))**2 + 1)
baseline_solvable,5**(x - 5 - tanh(2))*log(5)/5
baseline_solvable,-(2*x)**(-sinh(5) + 1/x)*((-2*sinh(5) + 2/x)/(2*x) - log(2*x)/x**2)
baseline_solvable,(log(2*x) + 2)/(sqrt(1 - log(x*log(2*x) + x)**2)*(x*log(2*x) + x))
baseline_solvable,(-2 + 8/x)**x*(log(-2 + 8/x) - 8/(x*(-2 + 8/x)))*cos((-2 + 8/x)**x)/3
baseline_solvable,(x - 4)**(1 - sin(x))*((1 - sin(x))/(x - 4) - log(x - 4)*cos(x))
baseline_solvable,1/(sqrt(1 - atan(x)**2)*(x**2 + 1))
baseline_solvable,x**(x + 1)*(log(x) + (x + 1)/x)/x - x**(x + 1)/x**2
baseline_solvable,x**2 + x*(2*x - exp(4)*sinh(x*exp(4))) - cosh(x*exp(4))
baseline_solvable,((log(-atan(x - 1))*cosh(x) + sinh(x)/(((x - 1)**2 + 1)*atan(x - 1)))*exp(x) + exp(x)*log((-atan(x - 1))**sinh(x)))*((-atan(x - 1))**sinh(x))**exp(x)
baseline_solvable,-6/(25*x*log(-5/x**2)**(22/25))
baseline_solvable,-x*cos(sqrt(3)) + (-x + sqrt(3))*cos(sqrt(3))
baseline_solvable,x**(2*x/3)*(2*log(x)/3 + 2/3)/sqrt(1 - x**(4*x/3))
baseline_solvable,x**2 + 2*x*(x + 5) - 1
baseline_solvable,exp(-x)
baseline_solvable,(x - 5)*cos(x - 4)/x + sin(x - 4)/x - (x - 5)*sin(x - 4)/x**2
baseline_solvable,log(cos(cos(6)))*cos(cos(6))**x
baseline_solvable,-2*x + 4 + (-5)**(5**atan(5))
baseline_solvable,-(sin(cos(3))/x)**exp(x)*(exp(x)*log(sin(cos(3))/x) - exp(x)/x)
baseline_solvable,-(2/(-x - 3))**x*(2*x*(-x/2 - 3/2)/(-x - 3)**2 + log(2/(-x - 3)))*sin((2/(-x - 3))**x)
baseline_solvable,4*2**(4*x - 1)*log(2) - tanh(x)**2 + 1
baseline_solvable,1/(x**2*(1 + x**(-2)))
baseline_solvable,(x*(2 - 4/x**5)/(2*x + 2 + x**(-4)) + log(2*x + 2 + x**(-4)))*(2*x + 2 + x**(-4))**x - 1
baseline_solvable,2*2**(2*x - 4 + cosh(1/2))*log(2)
baseline_solvable,(3*3**x/4 - 3*x)**cosh(4)*(3*3**x*log(3)/4 - 3)*cosh(4)/(3*3**x/4 - 3*x)
baseline_solvable,(x*cosh(x) + sinh(x))*sin(x*sinh(x))
baseline_solvable,-2*(tan(x)**2 + 1)*exp(2*log(4)*tan(x))*log(4)
baseline_solvable,1/(2*(-12 + 3*tan(3))*(x**2/(4*(-12 + 3*tan(3))**2) + 1))
baseline_solvable,2**x*log(2)*sin(2**x) + tan(x)**2 + 1
baseline_solvable,1 + (x - tan(x)**2/2 - 1/2)/sqrt(x**2 - tan(x))
baseline_solvable,2*(-2*x - 1)*cos(2/(x**2 + x))/(x**2 + x)**2
baseline_solvable,(-4*sinh(1/x)/x - log(x**(-4))*cosh(1/x)/x**2)*(x**(-4))**sinh(1/x)
baseline_solvable,sinh(x + atan(exp(2))) - 1
baseline_solvable,(-(-2*x)**x*(log(-2*x) + 1) + 1)*exp(x - (-2*x)**x)
baseline_solvable,(cos(log(x))/(5 - x)**2 - sin(log(x))/(x*(5 - x)))*sqrt(4**(cos(log(x))/(5 - x)))*log(4)/2
baseline_solvable,(cos(1)*asin(x))**(2*x)*(2*x/(sqrt(1 - x**2)*asin(x)) + 2*log(cos(1)*asin(x)))
baseline_solvable,sin(x)
baseline_solvable,-x**tanh(5)*tanh(5)/x
baseline_solvable,-x*(-x/(x + 5) - log(x + 5))/(4*(x + 5)**x) - 1/(4*(x + 5)**x)
baseline_solvable,(tan(x)**2 + 1)/log(3)
baseline_solvable,-2*x/tan(cosh(log(4)))
baseline_solvable,-77/(8*sqrt(x))
baseline_solvable,(1 - tanh(atan(tan(x)))**2)*((-2)**exp(5))**tanh(atan(tan(x)))*log((-2)**exp(5))
baseline_solvable,-1/atan(5) + 2/(3*x**2*(1 + 4/(9*x**2)))
baseline_solvable,-(exp(x)/x - exp(x)/x**2)*exp(exp(x)/x)*exp(sqrt(-exp(exp(x)/x) - 3))/(2*sqrt(-exp(exp(x)/x) - 3))
baseline_solvable,(3*tanh(3*x)**2 - 3)/tanh(3*x)**2 + 1
baseline_solvable,1 - sin(x)/5
baseline_solvable,-(x*cosh(x)/sinh(x) + log(sinh(x)))/((sinh(x)**x)**(1/asin(5))*asin(5))
baseline_solvable,1/((1 - tanh(x))*(x**2 + 1)*(atan(x)**2 + 1)) + (1 - tanh(x)**2)*atan(atan(x))/(1 - tanh(x))**2
baseline_solvable,-9*x**(7/2)/2
baseline_solvable,cosh(x)/cos(5) + 1
baseline_solvable,-(1 - tanh(cos(x + tanh(2*sqrt(2))))**2)*sin(x + tanh(2*sqrt(2)))
baseline_solvable,(-tan(x + 1))**(4*x)*(-4*x*(-tan(x + 1)**2 - 1)/tan(x + 1) + 4*log(-tan(x + 1)))/sqrt(1 - (-tan(x + 1))**(8*x))
baseline_solvable,-x*(1 - tanh(tan(x) - 1)**2)*(tan(x)**2 + 1)/tanh(tan(x) - 1)**2 + 1/tanh(tan(x) - 1)
baseline_solvable,-2*x/(x**4 + 1)
baseline_solvable,(1 - 1/x**2)*(1 - tanh(x + 1/x)**2)*asin(4)
baseline_solvable,(1 - 4/sqrt(1 - 16*x**2))*exp(x - asin(4*x) - 6)
baseline_solvable,(x**2*(1 + 1/(x**2 + 1)) + 2*x*(x + atan(x)) - 1)*cos(x**2*(x + atan(x)) - x)
baseline_solvable,-2*x*exp(2 - x**2)
baseline_solvable,-5**asin(x/(x - 4) + 1)*(-x/(x - 4)**2 + 1/(x - 4))*log(5)/sqrt(1 - (x/(x - 4) + 1)**2)
baseline_solvable,-2/(x + 5)**3 + 1/x
baseline_solvable,24*x*sinh(4*x**2 + 4)
baseline_solvable,-cosh(x)/x + sinh(x)/x**2
baseline_solvable,-x**3/((1 - x**2)**(3/2)*asin(x)) + x**2/((1 - x**2)*asin(x)**2) - 2*x/(sqrt(1 - x**2)*asin(x))
baseline_solvable,x*(tan(x)**2 + 1) + tan(x)
baseline_solvable,(-(2*x + 2)*log(x)*tan(3)/2 - (x + 1)**2*tan(3)/(2*x))/x**((x + 1)**2*tan(3)/2)
baseline_solvable,(4**x*log(4) - 2*x)/((1 + 1/(-4**x + x**2))**2*(-4**x + x**2)**2)
baseline_solvable,3*x*cosh(x + 2) + 3*sinh(x + 2)
baseline_solvable,((2 - 1/(x**2 + 1))/x - (2*x - atan(x))/x**2)/sqrt(1 - (2*x - atan(x))**2/x**2)
baseline_solvable,-(2 - 5/x**2)*sin(2*x - 6 + 5/x)
baseline_solvable,-x*log(sqrt(5)*exp(3)/5)/(sqrt(5)*exp(3)/5)**x + (sqrt(5)*exp(3)/5)**(-x)
baseline_solvable,1 - sqrt(1/x)/(8*x)
baseline_solvable,tan(x - 3)**2 + 1 - 1/tan(2/x) - 2*(tan(2/x)**2 + 1)/(x*tan(2/x)**2)
baseline_solvable,5*sqrt((x/cosh(5) + 1)**5)*sinh(sqrt((x/cosh(5) + 1)**5))/(2*(x/cosh(5) + 1)*cosh(5))
baseline_solvable,(1 - tanh(sqrt(x) - sqrt(10)/10)**2)/(2*sqrt(x))
baseline_solvable,(-1/(4*log(x)) + (x - 1)/(4*x*log(x)**2))*exp(-(x - 1)/(4*log(x)))
baseline_solvable,(x + 1)**cos(x + tan(x))*(-(tan(x)**2 + 2)*log(x + 1)*sin(x + tan(x)) + cos(x + tan(x))/(x + 1))
baseline_solvable,x*(tan(x)**2 + 2)/((x + tan(x) + 2)**2 + 1) + atan(x + tan(x) + 2)
baseline_solvable,4*sin(4*x)/3
baseline_solvable,6*x*sinh(1)/sqrt(-9*(x**2 - 2)**2*sinh(1)**2 + 1)
baseline_solvable,tanh(64) + x**(-2)
baseline_solvable,2*x + 5 + asin(16)
baseline_solvable,-x/(x + 4)**2 + 1/2 + 1/(x + 4)
baseline_solvable,256 + 1/(x**2 + 1)
baseline_solvable,asin(x) + 3 + (x - 5)/sqrt(1 - x**2)
baseline_solvable,-(1 - tanh(x)**2)*sin(tanh(x))
baseline_solvable,5**((x + 4)/atan(5))*log(5)/atan(5)
baseline_solvable,-x*(1 - tanh(x)**2)/tanh(x) - exp(x) - log(tanh(x))
baseline_solvable,3*x**(3*x**2)*(6*x*log(x) + 3*x) + 3
baseline_solvable,x*(-x**x*(log(x) + 1) + 2*sin(x)/(4*cos(x)**2 + 1)) - x**x - atan(2*cos(x))
baseline_solvable,-x*exp(4 - x)*exp(x - 4)*cos(log(exp(x - 4)) - 5) - sin(log(exp(x - 4)) - 5)
baseline_solvable,2*exp(3/4)/x
baseline_solvable,(atanh(pi)/log(x) - atanh(pi)/log(x)**2)*sinh(x*atanh(pi)/log(x))
baseline_solvable,-8*x/(4 - 2*x**2)**2
baseline_solvable,4*(x + 3)/(x**2 + 1) + 4*atan(x) + 4
baseline_solvable,2*asin(15)/(x**2*tanh(5))
baseline_solvable,4 + 1/(4*x**(3/4))
baseline_solvable,-sqrt(2)*sqrt(x**(-2))*sqrt(log(2))*cosh(sqrt(2)*sqrt(x**(-2))*sqrt(log(2))/2)/(2*x)
baseline_solvable,-(1 - tanh(x - (-4/x)**x)**2)*(-(-4/x)**x*(log(-4/x) - 1) + 1)*exp(-tanh(x - (-4/x)**x) - 2)
baseline_solvable,-6*x
baseline_solvable,-(3*x*(exp(x) - 1) - 3*x + 3*exp(x))*sin(sin(3*x*(-x + exp(x))))*cos(3*x*(-x + exp(x)))
baseline_solvable,-(1 - tanh(log(x + 2))**2)/(x + 2)
baseline_solvable,1/sqrt(1 - (x - tanh(1))**2)
baseline_solvable,1 + 1/(5*sqrt(1 - (x + 5/4)**2))
baseline_solvable,((2*x - 1)*log(atan(x)) + (-x*(1 - x) + 5)/((x**2 + 1)*atan(x)))*atan(x)**(-x*(1 - x) + 5)
baseline_solvable,-5*sin(x)/((cos(x)**2 + 1)*(atan(cos(x)) - 3)**2)
baseline_solvable,2*x + tanh(4 - log(4))
baseline_solvable,-((1 + 1/(x**2 + 1))*log(4**x) + (x + atan(x))*log(4))*(4**x)**(x + atan(x)) + 1
baseline_solvable,2*x + 8
baseline_solvable,-5*(2*x**x*(log(x) + 1) + 1)*(tan(x + 2*x**x)**2 + 1)/tan(x + 2*x**x)
baseline_solvable,-sin(4 - 1/(x + 1))/(x + 1)**2
baseline_solvable,-60*exp(tan(1) + 3/x)/x**2
baseline_solvable,-(x*(-x**x*(log(x) + 1) - 5/x**6) - x**x + 5 + x**(-5))*sin(x*(-x**x + 5 + x**(-5)))
baseline_solvable,(log(x**2) + 2*(x + 5)/x)*(x**2)**(x + 5)/(4*tan(x)) + (-tan(x)**2 - 1)*(x**2)**(x + 5)/(4*tan(x)**2)
baseline_solvable,-900/x**901
baseline_solvable,-6*x**5*sin(3)
baseline_solvable,1/x
baseline_solvable,tanh(asin(5))/(8*x**(3/2))
baseline_solvable,(2*x)**(2*log(5) + 4)*(4*log(5) + 8)/(2*x)
baseline_solvable,5*cos(5*x)/sqrt(1 - (sin(5*x) - 6)**2)
baseline_solvable,-15*2**(5*2**x)*2**x*x*log(2)**2 - 3*2**(5*2**x) - 1
baseline_solvable,-2*sinh(x)/(3 - x) - 2*cosh(x)/(3 - x)**2
baseline_solvable,-4/(sqrt(1 - x**2)*sqrt(1 - 16*asin(x)**2))
baseline_solvable,(1 - sin(x))*sqrt(x**x)/x + (x + cos(x))*(log(x)/2 + 1/2)*sqrt(x**x)/x - (x + cos(x))*sqrt(x**x)/x**2
baseline_solvable,(x**4 + 2)**sin(x)*(4*x**3*sin(x)/(x**4 + 2) + log(x**4 + 2)*cos(x))
baseline_solvable,(x - 4)*cos(x)/sqrt(sin(x)) + 2*sqrt(sin(x))
baseline_solvable,tan(x)**2/4 + 9/4
baseline_solvable,5/(x - 5)**2
baseline_solvable,1 + 4/(x + exp(4))**2 - 1/sqrt(1 - x**2)
baseline_solvable,8*x*log(-sin(5))**2
baseline_solvable,(-8*x**3*log(tan(3)/x) + 2*x**3)/(tan(3)/x)**(2*x**4)
baseline_solvable,-x**2*cos(x - tan(4))/sin(x - tan(4))**2 + 2*x/sin(x - tan(4))
baseline_solvable,2*x + 5**(sqrt(cos(1)))
baseline_solvable,-(-1 + (x + 3)**(-2))*exp(-x - 1/(x + 3))*sinh(exp(-x - 1/(x + 3)))
baseline_solvable,-(x*cos(x)/2 + sin(x)/2 + 1/2)/sqrt(x*sin(x) + x)
baseline_solvable,exp(sin(3 - 1/x) - 7)*cos(3 - 1/x)/x**2
baseline_solvable,-(tan(cosh(x))**2 + 1)*cos(tan(cosh(x)))*sinh(x) + 1
baseline_solvable,-2*(-(2*x)**x*(log(2*x) + 1) - 1/3)/(x/3 + (2*x)**x)**2
baseline_solvable,-20*tanh(1)/x**2
